sexe;preusuel;annais;nombre
1;ABDERRAHMAN;2006;8
1;ABDERRAHMAN;2007;20
1;ABDERRAHMAN;2008;15
1;ABDERRAHMAN;2009;17
1;ABDERRAHMAN;2010;27
1;ABDERRAHMAN;2011;40
1;ABDERRAHMAN;2012;47
1;ABDERRAHMAN;2013;44
1;ABDERRAHMAN;2014;45
1;ABDERRAHMAN;2015;47
1;ABDERRAHMAN;2016;47
1;ABDERRAHMAN;2017;47
1;ABDERRAHMAN;2018;43
1;ABDESSATAR;1973;3
1;ABDOUALLAH;1994;3
1;ABDOUALLAH;2016;4
1;ABDOUALLAH;2017;4
1;ABDOULLA;2010;3
1;ABDOULLA;2015;5
1;ABDOULLA;2018;4
1;ABDUL-KARIM;2008;3
1;ABDUL-KARIM;2010;3
1;ABDUL-KARIM;2016;6
1;ABEL;1900;428
1;ABEL;1901;506
1;ABEL;1902;519
1;ABEL;1903;499
1;ABEL;1904;476
1;ABEL;1905;522
1;ABEL;1906;510
1;ABEL;1907;538
1;ABEL;1908;522
1;ABEL;1909;572
1;ABEL;1910;523
1;ABEL;1911;490
1;ABEL;1912;503
1;ABEL;1913;526
1;ABEL;1914;463
1;ABEL;1915;305
1;ABEL;1916;215
1;ABEL;1917;248
1;ABEL;1918;280
1;ABEL;1919;325
1;ABEL;1920;483
1;ABEL;1921;505
1;ABEL;1922;470
1;ABEL;1923;428
1;ABEL;1924;422
1;ABEL;1925;416
1;ABEL;1926;370
1;ABEL;1927;407
1;ABEL;1928;305
1;ABEL;1929;347
1;ABEL;1930;322
1;ABEL;1931;311
1;ABEL;1932;274
1;ABEL;1933;266
1;ABEL;1934;222
1;ABEL;1935;216
1;ABEL;1936;190
1;ABEL;1937;206
1;ABEL;1938;181
1;ABEL;1939;168
1;ABEL;1940;134
1;ABEL;1941;113
1;ABEL;1942;107
1;ABEL;1943;87
1;ABEL;1944;102
1;ABEL;1945;107
1;ABEL;1946;126
1;ABEL;1947;120
1;ABEL;1948;108
1;ABEL;1949;108
1;ABEL;1950;100
1;ABEL;1951;67
1;ABEL;1952;75
1;ABEL;1953;72
1;ABEL;1954;47
1;ABEL;1955;49
1;ABEL;1956;47
1;ABEL;1957;55
1;ABEL;1958;57
1;ABEL;1959;52
1;ABEL;1960;53
1;ABEL;1961;56
1;ABEL;1962;43
1;ABEL;1963;38
1;ABEL;1964;36
1;ABEL;1965;43
1;ABEL;1966;37
1;ABEL;1967;43
1;ABEL;1968;62
1;ABEL;1969;54
1;ABEL;1970;63
1;ABEL;1971;61
1;ABEL;1972;51
1;ABEL;1973;43
1;ABEL;1974;42
1;ABEL;1975;44
1;ABEL;1976;33
1;ABEL;1977;32
1;ABEL;1978;34
1;ABEL;1979;39
1;ABEL;1980;42
1;ABEL;1981;38
1;ABEL;1982;35
1;ABEL;1983;30
1;ABEL;1984;40
1;ABEL;1985;37
1;ABEL;1986;44
1;ABEL;1987;37
1;ABEL;1988;41
1;ABEL;1989;38
1;ABEL;1990;40
1;ABEL;1991;52
1;ABEL;1992;53
1;ABEL;1993;40
1;ABEL;1994;61
1;ABEL;1995;65
1;ABEL;1996;74
1;ABEL;1997;72
1;ABEL;1998;90
1;ABEL;1999;108
1;ABEL;2000;148
1;ABEL;2001;131
1;ABEL;2002;123
1;ABEL;2003;138
1;ABEL;2004;132
1;ABEL;2005;167
1;ABEL;2006;198
1;ABEL;2007;231
1;ABEL;2008;218
1;ABEL;2009;271
1;ABEL;2010;298
1;ABEL;2011;303
1;ABEL;2012;398
1;ABEL;2013;432
1;ABEL;2014;451
1;ABEL;2015;500
1;ABEL;2016;512
1;ABEL;2017;541
1;ABEL;2018;550
1;ABIRAM;2005;5
1;ABOUBAKRI;1993;3
1;ACHILE;1901;4
1;ACHILE;1903;3
1;ACHILE;1904;4
1;ACHILE;1905;4
1;ACHILE;1906;4
1;ACHILE;1907;4
1;ACHILE;1909;4
1;ACHILE;1912;5
1;ACHILE;1927;4
1;ACHILE;2002;6
1;ACHILE;2003;5
1;ACHILE;2004;7
1;ACHILE;2005;11
1;ACHILE;2006;6
1;ACHILE;2007;12
1;ACHILE;2008;12
1;ACHILE;2009;7
1;ACHILE;2010;14
1;ACHILE;2011;4
1;ACHILE;2012;7
1;ACHILE;2013;5
1;ACHILE;2015;5
1;ACHILE;2016;7
1;ACHILE;2017;10
1;ACHILE;2018;8
1;ADAMO;1966;6
1;ADAMO;1967;6
1;ADAMO;1968;5
1;ADAMO;1969;6
1;ADAMO;1970;3
1;ADAMO;1971;4
1;ADAMO;1972;7
1;ADAMO;2017;4
1;ADELSON;1901;3
1;ADELSON;1902;3
1;ADELSON;1903;6
1;ADELSON;1904;6
1;ADELSON;1906;3
1;ADELSON;1908;6
1;ADELSON;1909;6
1;ADELSON;1910;4
1;ADELSON;1912;6
1;ADELSON;1916;7
1;ADELSON;1917;3
1;ADELSON;1918;3
1;ADELSON;1920;3
1;ADELSON;1922;6
1;ADELSON;1925;3
1;ADELSON;1930;4
1;ADELSON;2002;3
1;ADELSON;2005;3
1;ADELSON;2008;3
1;ADIS;1997;3
1;ADIS;2002;4
1;ADIS;2003;3
1;ADIS;2005;4
1;ADIS;2006;6
1;ADIS;2007;3
1;ADIS;2018;3
1;ADON;2014;3
1;ADON;2018;5
1;ADÈL;2012;4
1;ADÈL;2013;7
1;ADÈL;2014;4
1;ADÈL;2015;3
1;ADÈL;2018;5
1;AGATHON;1902;3
1;AGATHON;1903;3
1;AGATHON;1906;5
1;AGATHON;1907;4
1;AGATHON;1909;6
1;AGATHON;1910;4
1;AGATHON;1911;3
1;AGATHON;1912;4
1;AGATHON;1920;3
1;AGATHON;1921;4
1;AGATHON;1925;3
1;AGATHON;1927;3
1;AGATHON;1941;3
1;AHARON;1990;4
1;AHARON;1991;3
1;AHARON;1993;4
1;AHARON;1998;3
1;AHARON;1999;3
1;AHARON;2000;6
1;AHARON;2002;4
1;AHARON;2003;7
1;AHARON;2004;8
1;AHARON;2005;8
1;AHARON;2006;8
1;AHARON;2007;9
1;AHARON;2008;11
1;AHARON;2009;11
1;AHARON;2010;7
1;AHARON;2011;7
1;AHARON;2012;13
1;AHARON;2013;12
1;AHARON;2014;20
1;AHARON;2015;20
1;AHARON;2016;12
1;AHARON;2017;18
1;AHARON;2018;22
1;AHMID;1956;3
1;AHMID;1958;3
1;AHMID;1962;6
1;AHMID;1963;5
1;AHMID;1964;4
1;AHMID;1965;5
1;AHMID;1966;4
1;AHMID;1968;6
1;AHMID;1969;4
1;AHMID;1970;6
1;AHMID;1971;5
1;AHMID;1972;3
1;AHMID;1973;3
1;AHMID;1975;3
1;AHMID;1976;6
1;AHMID;1977;4
1;AHMID;1978;5
1;AHMID;1980;6
1;AHMID;1982;3
1;AIMED;1972;3
1;AIMED;1973;5
1;AIMED;1974;4
1;AIMED;1975;3
1;AIMED;1977;3
1;AIMED;1978;4
1;AIMED;1982;4
1;AIMED;1985;4
1;AIMED;1986;3
1;AIMED;2000;3
1;AISSA;1939;4
1;AISSA;1941;3
1;AISSA;1945;4
1;AISSA;1946;7
1;AISSA;1947;6
1;AISSA;1948;10
1;AISSA;1949;7
1;AISSA;1950;10
1;AISSA;1951;8
1;AISSA;1952;11
1;AISSA;1953;9
1;AISSA;1954;10
1;AISSA;1955;17
1;AISSA;1956;14
1;AISSA;1957;23
1;AISSA;1958;30
1;AISSA;1959;25
1;AISSA;1960;32
1;AISSA;1961;29
1;AISSA;1962;33
1;AISSA;1963;32
1;AISSA;1964;42
1;AISSA;1965;46
1;AISSA;1966;58
1;AISSA;1967;52
1;AISSA;1968;50
1;AISSA;1969;59
1;AISSA;1970;55
1;AISSA;1971;47
1;AISSA;1972;47
1;AISSA;1973;50
1;AISSA;1974;36
1;AISSA;1975;43
1;AISSA;1976;29
1;AISSA;1977;35
1;AISSA;1978;53
1;AISSA;1979;27
1;AISSA;1980;43
1;AISSA;1981;37
1;AISSA;1982;44
1;AISSA;1983;44
1;AISSA;1984;42
1;AISSA;1985;30
1;AISSA;1986;41
1;AISSA;1987;43
1;AISSA;1988;32
1;AISSA;1989;28
1;AISSA;1990;29
1;AISSA;1991;42
1;AISSA;1992;42
1;AISSA;1993;32
1;AISSA;1994;20
1;AISSA;1995;32
1;AISSA;1996;31
1;AISSA;1997;20
1;AISSA;1998;21
1;AISSA;1999;37
1;AISSA;2000;39
1;AISSA;2001;51
1;AISSA;2002;64
1;AISSA;2003;53
1;AISSA;2004;72
1;AISSA;2005;71
1;AISSA;2006;77
1;AISSA;2007;94
1;AISSA;2008;92
1;AISSA;2009;100
1;AISSA;2010;64
1;AISSA;2011;29
1;AISSA;2012;32
1;AISSA;2013;23
1;AISSA;2014;33
1;AISSA;2015;36
1;AISSA;2016;19
1;AISSA;2017;27
1;AISSA;2018;13
1;AKEEM;2007;3
1;AKEEM;2015;3
1;AKEEM;2016;4
1;AKEEM;2017;3
1;AKEEM;2018;4
1;AKSEL;1985;4
1;AKSEL;1986;7
1;AKSEL;1987;5
1;AKSEL;1988;7
1;AKSEL;1989;3
1;AKSEL;1991;10
1;AKSEL;1992;3
1;AKSEL;1993;3
1;AKSEL;1994;14
1;AKSEL;1995;10
1;AKSEL;1996;12
1;AKSEL;1997;15
1;AKSEL;1998;20
1;AKSEL;1999;15
1;AKSEL;2000;16
1;AKSEL;2001;19
1;AKSEL;2002;29
1;AKSEL;2003;33
1;AKSEL;2004;40
1;AKSEL;2005;46
1;AKSEL;2006;71
1;AKSEL;2007;77
1;AKSEL;2008;93
1;AKSEL;2009;95
1;AKSEL;2010;122
1;AKSEL;2011;115
1;AKSEL;2012;133
1;AKSEL;2013;145
1;AKSEL;2014;148
1;AKSEL;2015;131
1;AKSEL;2016;142
1;AKSEL;2017;176
1;AKSEL;2018;202
1;ALAEDINE;1999;3
1;ALAEDINE;2004;3
1;ALAEDINE;2008;3
1;ALAEDINE;2010;4
1;ALAEDINE;2012;3
1;ALAEDINE;2015;5
1;ALAEDINE;2016;3
1;ALAEDINE;2017;3
1;ALASSANE;1970;3
1;ALASSANE;1974;4
1;ALASSANE;1975;6
1;ALASSANE;1976;3
1;ALASSANE;1977;8
1;ALASSANE;1978;9
1;ALASSANE;1979;5
1;ALASSANE;1980;10
1;ALASSANE;1981;15
1;ALASSANE;1982;12
1;ALASSANE;1983;18
1;ALASSANE;1984;23
1;ALASSANE;1985;23
1;ALASSANE;1986;18
1;ALASSANE;1987;21
1;ALASSANE;1988;17
1;ALASSANE;1989;15
1;ALASSANE;1990;18
1;ALASSANE;1991;22
1;ALASSANE;1992;21
1;ALASSANE;1993;18
1;ALASSANE;1994;14
1;ALASSANE;1995;20
1;ALASSANE;1996;24
1;ALASSANE;1997;22
1;ALASSANE;1998;9
1;ALASSANE;1999;15
1;ALASSANE;2000;23
1;ALASSANE;2001;29
1;ALASSANE;2002;30
1;ALASSANE;2003;33
1;ALASSANE;2004;27
1;ALASSANE;2005;32
1;ALASSANE;2006;34
1;ALASSANE;2007;51
1;ALASSANE;2008;29
1;ALASSANE;2009;29
1;ALASSANE;2010;41
1;ALASSANE;2011;52
1;ALASSANE;2012;37
1;ALASSANE;2013;44
1;ALASSANE;2014;32
1;ALASSANE;2015;52
1;ALASSANE;2016;51
1;ALASSANE;2017;42
1;ALASSANE;2018;39
1;ALBION;2001;3
1;ALBION;2006;4
1;ALBION;2012;3
1;ALBION;2013;3
1;ALBION;2014;4
1;ALBION;2017;6
1;ALDRIK;1980;3
1;ALDRIK;1996;3
1;ALDRIK;1998;3
1;ALDRIK;2013;3
1;ALEKSY;2002;3
1;ALEKSY;2004;4
1;ALEKSY;2005;3
1;ALEKSY;2007;3
1;ALEKSY;2008;5
1;ALEKSY;2011;6
1;ALEKSY;2012;5
1;ALEKSY;2013;6
1;ALEKSY;2014;3
1;ALEKSY;2015;5
1;ALEKSY;2016;5
1;ALEKSY;2017;6
1;ALEKSY;2018;4
1;ALEXANDRU;1996;3
1;ALEXANDRU;1999;3
1;ALEXANDRU;2001;5
1;ALEXANDRU;2002;5
1;ALEXANDRU;2003;10
1;ALEXANDRU;2004;10
1;ALEXANDRU;2005;12
1;ALEXANDRU;2006;10
1;ALEXANDRU;2007;10
1;ALEXANDRU;2008;18
1;ALEXANDRU;2009;25
1;ALEXANDRU;2010;20
1;ALEXANDRU;2011;24
1;ALEXANDRU;2012;36
1;ALEXANDRU;2013;35
1;ALEXANDRU;2014;24
1;ALEXANDRU;2015;32
1;ALEXANDRU;2016;43
1;ALEXANDRU;2017;50
1;ALEXANDRU;2018;50
1;ALFONSO;1918;4
1;ALFONSO;1921;4
1;ALFONSO;1923;3
1;ALFONSO;1924;3
1;ALFONSO;1925;4
1;ALFONSO;1926;3
1;ALFONSO;1927;3
1;ALFONSO;1928;4
1;ALFONSO;1929;3
1;ALFONSO;1930;4
1;ALFONSO;1931;3
1;ALFONSO;1934;6
1;ALFONSO;1938;3
1;ALFONSO;1953;3
1;ALFONSO;1957;9
1;ALFONSO;1958;13
1;ALFONSO;1959;11
1;ALFONSO;1960;13
1;ALFONSO;1961;21
1;ALFONSO;1962;24
1;ALFONSO;1963;24
1;ALFONSO;1964;24
1;ALFONSO;1965;32
1;ALFONSO;1966;33
1;ALFONSO;1967;38
1;ALFONSO;1968;34
1;ALFONSO;1969;19
1;ALFONSO;1970;26
1;ALFONSO;1971;16
1;ALFONSO;1972;30
1;ALFONSO;1973;24
1;ALFONSO;1974;13
1;ALFONSO;1975;12
1;ALFONSO;1976;10
1;ALFONSO;1977;8
1;ALFONSO;1978;6
1;ALFONSO;1979;5
1;ALFONSO;1980;4
1;ALFONSO;1981;4
1;ALFONSO;1982;4
1;ALFONSO;1983;4
1;ALFONSO;1984;3
1;ALFONSO;1985;5
1;ALFONSO;1991;3
1;ALFONSO;2001;3
1;ALFONSO;2007;4
1;ALFONSO;2008;3
1;ALFONSO;2009;3
1;ALFONSO;2011;4
1;ALFONSO;2013;3
1;ALFONSO;2016;3
1;ALIC;1972;3
1;ALIRIZA;1978;3
1;ALIRIZA;1989;3
1;ALLEN;1948;4
1;ALLEN;1954;3
1;ALLEN;1955;5
1;ALLEN;1956;4
1;ALLEN;1957;6
1;ALLEN;1958;6
1;ALLEN;1959;5
1;ALLEN;1960;5
1;ALLEN;1961;7
1;ALLEN;1962;4
1;ALLEN;1963;4
1;ALLEN;1964;7
1;ALLEN;1965;3
1;ALLEN;1966;3
1;ALLEN;1980;3
1;ALLEN;1982;3
1;ALLEN;1985;4
1;ALLEN;1988;3
1;ALLEN;1989;4
1;ALLEN;1991;7
1;ALLEN;1993;3
1;ALLEN;1994;3
1;ALLEN;1995;4
1;ALLEN;1996;3
1;ALLEN;1998;4
1;ALLEN;1999;7
1;ALLEN;2000;4
1;ALLEN;2001;3
1;ALLEN;2002;5
1;ALLEN;2003;6
1;ALLEN;2004;6
1;ALLEN;2005;5
1;ALLEN;2006;6
1;ALLEN;2007;6
1;ALLEN;2008;4
1;ALLEN;2009;4
1;ALLEN;2010;4
1;ALLEN;2011;3
1;ALLEN;2012;9
1;ALLEN;2013;5
1;ALLEN;2014;5
1;ALLEN;2015;9
1;ALLEN;2016;9
1;ALLEN;2017;5
1;ALLEN;2018;6
1;ALOISE;1900;42
1;ALOISE;1901;47
1;ALOISE;1902;54
1;ALOISE;1903;77
1;ALOISE;1904;66
1;ALOISE;1905;56
1;ALOISE;1906;67
1;ALOISE;1907;73
1;ALOISE;1908;60
1;ALOISE;1909;56
1;ALOISE;1910;58
1;ALOISE;1911;52
1;ALOISE;1912;46
1;ALOISE;1913;46
1;ALOISE;1914;48
1;ALOISE;1915;37
1;ALOISE;1916;29
1;ALOISE;1917;23
1;ALOISE;1918;19
1;ALOISE;1919;27
1;ALOISE;1920;42
1;ALOISE;1921;39
1;ALOISE;1922;41
1;ALOISE;1923;39
1;ALOISE;1924;35
1;ALOISE;1925;30
1;ALOISE;1926;41
1;ALOISE;1927;44
1;ALOISE;1928;46
1;ALOISE;1929;35
1;ALOISE;1930;45
1;ALOISE;1931;32
1;ALOISE;1932;26
1;ALOISE;1933;35
1;ALOISE;1934;31
1;ALOISE;1935;21
1;ALOISE;1936;18
1;ALOISE;1937;12
1;ALOISE;1938;17
1;ALOISE;1939;18
1;ALOISE;1940;10
1;ALOISE;1941;16
1;ALOISE;1942;13
1;ALOISE;1943;10
1;ALOISE;1944;7
1;ALOISE;1945;4
1;ALOISE;1946;9
1;ALOISE;1947;5
1;ALOISE;1948;5
1;ALOISE;1949;11
1;ALOISE;1950;3
1;ALOISE;1951;5
1;ALOISE;1952;5
1;ALOISE;1954;3
1;ALOISE;1955;3
1;ALOISE;1956;3
1;ALOISE;1957;3
1;ALOISE;1959;3
1;ALOISE;1961;3
1;ALOISE;1962;3
1;ALRICK;1984;3
1;ALRICK;1985;14
1;ALRICK;1986;10
1;ALRICK;1987;13
1;ALRICK;1988;18
1;ALRICK;1989;3
1;ALRICK;1990;16
1;ALRICK;1991;5
1;ALRICK;1992;12
1;ALRICK;1993;11
1;ALRICK;1994;10
1;ALRICK;1995;11
1;ALRICK;1996;8
1;ALRICK;1997;18
1;ALRICK;1998;12
1;ALRICK;1999;13
1;ALRICK;2000;6
1;ALRICK;2001;7
1;ALRICK;2002;8
1;ALRICK;2003;5
1;ALRICK;2004;8
1;ALRICK;2006;14
1;ALRICK;2007;6
1;ALRICK;2008;8
1;ALRICK;2009;5
1;ALRICK;2011;4
1;ALRICK;2012;8
1;ALRICK;2013;5
1;ALRICK;2014;11
1;ALRICK;2015;5
1;ALRICK;2016;7
1;ALRICK;2017;14
1;ALRICK;2018;12
1;ALY;1955;3
1;ALY;1967;3
1;ALY;1971;3
1;ALY;1977;5
1;ALY;1978;3
1;ALY;1981;5
1;ALY;1982;3
1;ALY;1983;8
1;ALY;1984;6
1;ALY;1985;5
1;ALY;1986;9
1;ALY;1987;6
1;ALY;1988;6
1;ALY;1989;5
1;ALY;1990;7
1;ALY;1991;15
1;ALY;1992;9
1;ALY;1993;7
1;ALY;1994;8
1;ALY;1995;11
1;ALY;1996;9
1;ALY;1997;10
1;ALY;1998;9
1;ALY;1999;16
1;ALY;2000;15
1;ALY;2001;14
1;ALY;2002;7
1;ALY;2003;17
1;ALY;2004;19
1;ALY;2005;24
1;ALY;2006;22
1;ALY;2007;28
1;ALY;2008;20
1;ALY;2009;28
1;ALY;2010;31
1;ALY;2011;33
1;ALY;2012;39
1;ALY;2013;39
1;ALY;2014;45
1;ALY;2015;37
1;ALY;2016;43
1;ALY;2017;48
1;ALY;2018;63
1;AMADOR;1921;4
1;AMADOR;1926;4
1;AMADOR;1928;4
1;AMADOR;1931;3
1;AMADOR;1932;3
1;AMADOR;1933;3
1;AMADOR;1934;5
1;AMADOR;1945;3
1;AMADOR;1946;3
1;AMADOR;1953;3
1;AMADOR;1958;4
1;AMADOR;1959;4
1;AMADOR;1961;3
1;AMADOR;1963;3
1;AMADOR;1964;5
1;AMADOR;1965;3
1;AMADOR;1966;7
1;AMADOR;1967;4
1;AMADOR;1968;5
1;AMADOR;1972;5
1;AMADOR;1974;3
1;AMADOR;1978;3
1;AMADOR;2002;3
1;AMANY;2009;3
1;AMANY;2015;4
1;AMDJAD;1998;3
1;AMDJAD;2003;3
1;AMDJAD;2006;3
1;AMDJAD;2012;3
1;AMDJAD;2013;6
1;AMDJAD;2014;3
1;AMDJAD;2015;4
1;AMDJAD;2016;4
1;AMERICO;1924;3
1;AMERICO;1927;3
1;AMERICO;1929;5
1;AMERICO;1931;4
1;AMERICO;1932;5
1;AMERICO;1933;3
1;AMERICO;1962;3
1;AMERICO;1966;6
1;AMERICO;1967;11
1;AMERICO;1968;19
1;AMERICO;1969;17
1;AMERICO;1970;14
1;AMERICO;1971;21
1;AMERICO;1972;19
1;AMERICO;1973;17
1;AMERICO;1974;12
1;AMERICO;1975;14
1;AMERICO;1976;8
1;AMERICO;1977;9
1;AMERICO;1978;10
1;AMERICO;1979;3
1;AMERICO;1980;5
1;AMERICO;1981;3
1;AMERICO;1986;4
1;AMIROUCHE;1960;3
1;AMIROUCHE;1962;6
1;AMIROUCHE;1963;4
1;AMIROUCHE;1964;4
1;AMIROUCHE;1965;3
1;AMIROUCHE;1967;5
1;AMIROUCHE;1969;4
1;AMIROUCHE;1970;4
1;AMIROUCHE;1971;4
1;AMIROUCHE;1972;4
1;AMIROUCHE;1973;4
1;AMIROUCHE;1974;3
1;AMIROUCHE;1975;5
1;AMIROUCHE;1976;4
1;AMIROUCHE;1977;3
1;AMIROUCHE;1979;5
1;AMIROUCHE;1980;5
1;AMIROUCHE;1981;3
1;AMIROUCHE;1982;4
1;AMIROUCHE;1983;3
1;AMIROUCHE;1985;6
1;AMIROUCHE;1989;4
1;AMRO;1990;4
1;AMRO;1991;3
1;AMRO;1992;4
1;AMRO;2006;3
1;AMRO;2018;3
1;ANAKYN;2010;4
1;ANAKYN;2011;3
1;ANAKYN;2012;3
1;ANAKYN;2013;5
1;ANAKYN;2014;8
1;ANAKYN;2017;6
1;ANAKYN;2018;3
1;ANDEOL;1901;3
1;ANDEOL;1905;3
1;ANDEOL;1990;3
1;ANDEOL;1992;3
1;ANDEOL;1996;3
1;ANDEOL;1997;7
1;ANDEOL;1998;4
1;ANDEOL;1999;10
1;ANDEOL;2000;11
1;ANDEOL;2001;8
1;ANDEOL;2002;9
1;ANDEOL;2003;7
1;ANDEOL;2004;10
1;ANDEOL;2005;8
1;ANDEOL;2006;9
1;ANDEOL;2007;13
1;ANDEOL;2008;6
1;ANDEOL;2009;10
1;ANDEOL;2010;8
1;ANDEOL;2011;6
1;ANDREJA;2005;4
1;ANDRÉ;1900;5531
1;ANDRÉ;1901;6269
1;ANDRÉ;1902;6341
1;ANDRÉ;1903;7491
1;ANDRÉ;1904;7969
1;ANDRÉ;1905;8436
1;ANDRÉ;1906;9039
1;ANDRÉ;1907;9381
1;ANDRÉ;1908;10474
1;ANDRÉ;1909;11021
1;ANDRÉ;1910;11762
1;ANDRÉ;1911;11965
1;ANDRÉ;1912;12884
1;ANDRÉ;1913;12827
1;ANDRÉ;1914;12561
1;ANDRÉ;1915;7663
1;ANDRÉ;1916;6687
1;ANDRÉ;1917;7826
1;ANDRÉ;1918;9213
1;ANDRÉ;1919;10376
1;ANDRÉ;1920;18300
1;ANDRÉ;1921;18123
1;ANDRÉ;1922;17448
1;ANDRÉ;1923;17391
1;ANDRÉ;1924;16993
1;ANDRÉ;1925;17614
1;ANDRÉ;1926;17520
1;ANDRÉ;1927;17380
1;ANDRÉ;1928;17755
1;ANDRÉ;1929;17318
1;ANDRÉ;1930;17076
1;ANDRÉ;1931;17125
1;ANDRÉ;1932;16972
1;ANDRÉ;1933;15809
1;ANDRÉ;1934;15463
1;ANDRÉ;1935;13993
1;ANDRÉ;1936;13215
1;ANDRÉ;1937;12648
1;ANDRÉ;1938;12043
1;ANDRÉ;1939;11350
1;ANDRÉ;1940;10063
1;ANDRÉ;1941;9111
1;ANDRÉ;1942;9791
1;ANDRÉ;1943;10236
1;ANDRÉ;1944;9777
1;ANDRÉ;1945;9353
1;ANDRÉ;1946;13211
1;ANDRÉ;1947;12025
1;ANDRÉ;1948;11499
1;ANDRÉ;1949;10752
1;ANDRÉ;1950;9661
1;ANDRÉ;1951;8826
1;ANDRÉ;1952;7422
1;ANDRÉ;1953;6804
1;ANDRÉ;1954;6249
1;ANDRÉ;1955;5735
1;ANDRÉ;1956;5265
1;ANDRÉ;1957;4865
1;ANDRÉ;1958;4231
1;ANDRÉ;1959;3908
1;ANDRÉ;1960;4007
1;ANDRÉ;1961;3780
1;ANDRÉ;1962;3157
1;ANDRÉ;1963;2820
1;ANDRÉ;1964;2574
1;ANDRÉ;1965;2165
1;ANDRÉ;1966;1793
1;ANDRÉ;1967;1558
1;ANDRÉ;1968;1397
1;ANDRÉ;1969;1212
1;ANDRÉ;1970;989
1;ANDRÉ;1971;907
1;ANDRÉ;1972;720
1;ANDRÉ;1973;595
1;ANDRÉ;1974;472
1;ANDRÉ;1975;370
1;ANDRÉ;1976;317
1;ANDRÉ;1977;309
1;ANDRÉ;1978;292
1;ANDRÉ;1979;304
